Name,Description,Unit,DataType,Attributes
pdns_recursor_throttled_outqueries,Number of throttled outgoing UDP queries since starting,,Sum,
pdns_recursor_udp6_sndbuf_errors,From /proc/net/snmp6 SndbufErrors,,Sum,
pdns_recursor_dnssec_result_bogus_unsupported_dnskey_algo,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state because a DNSKEY RRset contained only unsupported DNSSEC algorithms",,Sum,
pdns_recursor_dnssec_result_secure,"Number of responses sent, packet-cache hits excluded, that were in the Secure state",,Sum,
pdns_recursor_nod_lookups_dropped_oversize,Number of NOD lookups dropped because they would exceed the maximum name length,,Sum,
pdns_recursor_cache_misses,Number of cache misses since starting,,Sum,
pdns_recursor_dnssec_result_bogus_invalid_dnskey_protocol,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state because all DNSKEYs had invalid protocols",,Sum,
pdns_recursor_dnssec_result_nta,"Number of responses sent, packet-cache hits excluded, that were in the (negative trust anchor) state",,Sum,
pdns_recursor_max_cache_entries,Currently configured maximum number of cache entries,,Gauge,
pdns_recursor_auth6_answers0_1,Number of queries answered by authoritatives over IPv6 within 1 millisecond,,Sum,
pdns_recursor_case_mismatches,Number of mismatches in character case since starting,,Sum,
pdns_recursor_concurrent_queries,Number of MThreads currently running,,Gauge,
pdns_recursor_edns_ping_matches,Number of servers that sent a valid EDNS PING response,,Sum,
pdns_recursor_max_mthread_stack,Maximum amount of thread stack ever used,,Gauge,
pdns_recursor_unauthorized_udp,Number of UDP questions denied because of allow-from restrictions,,Sum,
pdns_recursor_auth6_answers100_1000,Number of queries answered by authoritatives over IPv6 within 1 second,,Sum,
pdns_recursor_policy_hits,Number of filter or RPZ policy hits,,Sum,
pdns_recursor_taskqueue_pushed,Number of tasks pushed to the taskqueues,,Sum,
pdns_recursor_chain_resends,Number of queries chained to existing outstanding,,Sum,
pdns_recursor_dnssec_check_disabled_queries,Number of queries received with the CD bit set,,Sum,
pdns_recursor_dnssec_result_bogus,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state",,Sum,
pdns_recursor_dont_outqueries,Number of outgoing queries dropped because of `setting-dont-query` setting,,Sum,
pdns_recursor_max_packetcache_entries,Currently configured maximum number of packet cache entries,,Gauge,
pdns_recursor_almost_expired_run,Number of almost-expired tasks run to completion,,Sum,
pdns_recursor_dnssec_result_bogus_unable_to_get_dnskeys,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state because a valid DNSKEY could not be retrieved",,Sum,
pdns_recursor_dnssec_validations,"Number of responses sent, packet-cache hits excluded, for which a DNSSEC validation was requested by either the client or the configuration",,Sum,
pdns_recursor_udp_in_csum_errors,From /proc/net/snmp InCsumErrors,,Sum,
pdns_recursor_variable_responses,Number of responses that were marked as 'variable',,Sum,
pdns_recursor_dnssec_queries,Number of queries received with the DO bit set,,Sum,
pdns_recursor_nxdomain_answers,Number of NXDOMAIN answers since starting,,Sum,
pdns_recursor_policy_result_noaction,Number of packets that were not acted upon by the RPZ/filter engine,,Sum,
pdns_recursor_policy_result_nxdomain,Number of packets that were replied to with NXDOMAIN by the RPZ/filter engine,,Sum,
pdns_recursor_dnssec_result_bogus_no_valid_rrsig,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state because only invalid RRSIG records were present in an answer",,Sum,
pdns_recursor_packetcache_misses,Number of packet cache misses,,Sum,
pdns_recursor_qa_latency,"Shows the current latency average, in microseconds, exponentially weighted over past 'latency-statistic-size' packets",,Gauge,
pdns_recursor_server_parse_errors,Number of server replied packets that could not be parsed,,Sum,
pdns_recursor_source_disallowed_notify,Number of NOTIFY operations denied because of allow-notify-from restrictions,,Sum,
pdns_recursor_udp_sndbuf_errors,From /proc/net/snmp SndbufErrors,,Sum,
pdns_recursor_auth4_answers_slow,Number of queries answered by authoritatives over IPv4 after 1 second,,Sum,
pdns_recursor_failed_host_entries,Number of entries in the failed NS cache,,Gauge,
pdns_recursor_zone_disallowed_notify,Number of NOTIFY operations denied because of allow-notify-for restrictions,,Sum,
pdns_recursor_dnssec_result_bogus_missing_negative_indication,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state because a NODATA or NXDOMAIN answer lacked the required SOA and/or NSEC(3) records",,Sum,
pdns_recursor_udp_in_errors,From /proc/net/snmp InErrors,,Sum,
pdns_recursor_ignored_packets,Number of non-query packets received on server sockets that should only get query packets,,Sum,
pdns_recursor_auth4_answers10_100,Number of queries answered by authoritatives over IPv4 within 100 milliseconds,,Sum,
pdns_recursor_dnssec_result_insecure,"Number of responses sent, packet-cache hits excluded, that were in the Insecure state",,Sum,
pdns_recursor_udp6_noport_errors,From /proc/net/snmp6 NoPorts,,Sum,
pdns_recursor_unauthorized_tcp,Number of TCP questions denied because of allow-from restrictions,,Sum,
pdns_recursor_auth4_answers0_1,Number of queries answered by authoritatives over IPv4within 1 millisecond,,Sum,
pdns_recursor_dnssec_result_bogus_no_zone_key_bit_set,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state because no DNSKEY with the Zone Key bit set was found",,Sum,
pdns_recursor_dnssec_result_bogus_revoked_dnskey,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state because all DNSKEYs were revoked",,Sum,
pdns_recursor_negcache_entries,Number of entries in the negative answer cache,,Gauge,
pdns_recursor_udp_recvbuf_errors,From /proc/net/snmp RcvbufErrors,,Sum,
pdns_recursor_client_parse_errors,Number of client packets that could not be parsed,,Sum,
pdns_recursor_too_old_drops,Number of questions dropped that were too old,,Sum,
pdns_recursor_dot_outqueries,Number of outgoing DoT queries since starting,,Sum,
pdns_recursor_cumul_clientanswers_seconds,histogram of our answer times to clients,,Histogram,
pdns_recursor_cpu_iowait,"Time spent waiting for I/O to complete by the whole system, in units of USER_HZ",,Sum,
pdns_recursor_cumul_authanswers_seconds,histogram of answer times of authoritative servers,,Histogram,STRING(v4);STRING(v6)
pdns_recursor_policy_result_truncate,Number of packets that were were forced to TCP by the RPZ/filter engine,,Sum,
pdns_recursor_security_status,security status based on `securitypolling`,,Gauge,
pdns_recursor_tcp_client_overflow,Number of times an IP address was denied TCP access because it already had too many connections,,Sum,
pdns_recursor_tcp_clients,Number of currently active TCP/IP clients,,Gauge,
pdns_recursor_udp6_recvbuf_errors,From /proc/net/snmp6 RcvbufErrors,,Sum,
pdns_recursor_x_ourtime2_4,Counts responses where between 2 and 4 milliseconds was spent within the Recursor,,Sum,
pdns_recursor_aggressive_nsec_cache_nsec3_wc_hits,Number of answers synthesized from the NSEC3 aggressive cache,,Sum,
pdns_recursor_dnssec_authentic_data_queries,Number of queries received with the AD bit set,,Sum,
pdns_recursor_outgoing6_timeouts,Number of timeouts on outgoing UDP IPv6 queries since starting,,Sum,
pdns_recursor_udp6_in_csum_errors,From /proc/net/snmp6 InCsumErrors,,Sum,
pdns_recursor_x_ourtime0_1,Counts responses where between 0 and 1 milliseconds was spent within the Recursor,,Sum,
pdns_recursor_answers1_10,Number of queries answered within 10 milliseconds,,Sum,
pdns_recursor_dnssec_result_bogus_unable_to_get_dss,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state because a valid DS could not be retrieved",,Sum,
pdns_recursor_dnssec_result_bogus_unsupported_ds_digest_type,"Number of responses sent, packet-cache hits excluded, that were in the Bogus state because a DS RRset contained only unsupported digest types",,Sum,
pdns_recursor_ecs_responses,Number of responses received from authoritative servers with an EDNS Client Subnet option we used,,Sum,
pdns_recursor_nsset_invalidations,Number of times an nsset was dropped because it no longer worked,,Sum,
pdns_recursor_resource_limits,Number of queries that could not be performed because of resource limits,,Sum,
pdns_recursor_taskqueue_expired,Number of tasks expired before they could be run,,Sum,
pdns_recursor_udp6_in_errors,From /proc/net/snmp6 InErrors,,Sum,
pdns_recursor_aggressive_nsec_cache_nsec_wc_hits,Number of answers synthesized from the NSEC aggressive cache,,Sum,
scrape_samples_scraped,The number of samples the target exposed,,Gauge,
scrape_duration_seconds,Duration of the scrape,seconds,Gauge,
scrape_samples_post_metric_relabeling,The number of samples remaining after metric relabeling was applied,,Gauge,
scrape_series_added,The approximate number of new series in this scrape,,Gauge,
up,The scraping was successful,,Gauge,
