Name,Description,Unit,DataType,Attributes
varnish_main_backend_reuse,Backend conn. reuses,,Sum,
varnish_main_bans_lurker_contention,Lurker gave way for lookup,,Sum,
varnish_main_busy_sleep,Number of requests sent to sleep on busy objhdr,,Sum,
varnish_main_sc_rx_overflow,Session Err RX_OVERFLOW,,Sum,
varnish_mgt_child_dump,Child process core dumped,,Sum,
varnish_mgt_child_exit,Child process normal exit,,Sum,
varnish_sma_c_bytes,Bytes allocated,,Sum,STRING(s0);STRING(transient)
varnish_mempool_allocs,Allocations,,Sum,STRING(busyobj);STRING(req0);STRING(req1);STRING(sess0);STRING(sess1)
varnish_mempool_live,In use,,Gauge,STRING(busyobj);STRING(req0);STRING(req1);STRING(sess0);STRING(sess1)
varnish_main_exp_mailed,Number of objects mailed to expiry thread,,Sum,
varnish_main_bans_lurker_obj_killed,Objects killed by bans (lurker),,Sum,
varnish_main_client_req_417,"Client requests received, subject to 417 errors",,Sum,
varnish_mempool_surplus,Too many for pool,,Sum,STRING(busyobj);STRING(req0);STRING(req1);STRING(sess0);STRING(sess1)
varnish_up,Was the last scrape of varnish successful.,,Gauge,
varnish_backend_fail_enetunreach,Connections failed with ENETUNREACH,,Sum,STRING(default);STRING(unknown)
varnish_main_backend_busy,Backend conn. too many,,Sum,
varnish_main_backend_conn,Backend conn. success,,Sum,
varnish_main_bans_added,Bans added,,Sum,
varnish_main_n_lru_moved,Number of LRU moved objects,,Sum,
varnish_backend_fail_eaddrnotavail,Connections failed with EADDRNOTAVAIL,,Sum,STRING(default);STRING(unknown)
varnish_lock_operations,Lock Operations,,Sum,STRING(ban);STRING(busyobj);STRING(cli);STRING(conn_pool);STRING(director);STRING(exp);STRING(hcb);STRING(lru);STRING(mempool);STRING(objhdr);STRING(perpool);STRING(pipestat);STRING(probe);STRING(sess);STRING(sma);STRING(vbe);STRING(vcapace);STRING(vcl);STRING(vxid);STRING(waiter);STRING(wq);STRING(wstat)
varnish_main_backend_recycle,Backend conn. recycles,,Sum,
varnish_main_n_lru_nuked,Number of LRU nuked objects,,Sum,
varnish_main_sc_rx_body,Session Err RX_BODY,,Sum,
varnish_main_shm_writes,SHM writes,,Sum,
varnish_main_bans_persisted_bytes,Bytes used by the persisted ban lists,,Gauge,
varnish_main_n_vcl_discard,Number of discarded VCLs,,Gauge,
varnish_main_s_req_bodybytes,Request body bytes,,Sum,
varnish_main_s_resp_bodybytes,Response body bytes,,Sum,
varnish_main_n_gzip,Gzip operations,,Sum,
varnish_main_s_synth,Total synthetic responses made,,Sum,
varnish_main_sc_req_close,Session OK  REQ_CLOSE,,Sum,
varnish_main_vmods,Loaded VMODs,,Gauge,
varnish_backend_fail_eacces,Connections failed with EACCES or EPERM,,Sum,STRING(default);STRING(unknown)
varnish_backend_fail_econnrefused,Connections failed with ECONNREFUSED,,Sum,STRING(default);STRING(unknown)
varnish_backend_helddown,Connection opens not attempted,,Sum,STRING(default);STRING(unknown)
varnish_lck_dbg_busy,Contended lock operations,,Sum,STRING(ban);STRING(busyobj);STRING(cli);STRING(conn_pool);STRING(director);STRING(exp);STRING(hcb);STRING(lru);STRING(mempool);STRING(objhdr);STRING(perpool);STRING(pipestat);STRING(probe);STRING(sess);STRING(sma);STRING(vbe);STRING(vcapace);STRING(vcl);STRING(vxid);STRING(waiter);STRING(wq);STRING(wstat)
varnish_mempool_pool,In Pool,,Gauge,STRING(busyobj);STRING(req0);STRING(req1);STRING(sess0);STRING(sess1)
varnish_mempool_sz_actual,Size allocated,,Gauge,STRING(busyobj);STRING(req0);STRING(req1);STRING(sess0);STRING(sess1)
varnish_main_bans_obj,Number of bans using obj.*,,Gauge,
varnish_main_hcb_nolock,HCB Lookups without lock,,Sum,
varnish_main_s_bgfetch,Total backend background fetches initiated,,Sum,
varnish_main_sc_overload,Session Err OVERLOAD,,Sum,
varnish_main_backend_fail,Backend conn. failures,,Sum,
varnish_main_bans_dups,Bans superseded by other bans,,Sum,
varnish_main_busy_wakeup,Number of requests woken after sleep on busy objhdr,,Sum,
varnish_sma_c_freed,Bytes freed,,Sum,STRING(s0);STRING(transient)
varnish_backend_fail_etimedout,Connections failed ETIMEDOUT,,Sum,STRING(default);STRING(unknown)
varnish_backend_req,Backend requests sent,,Sum,STRING(default);STRING(unknown)
varnish_main_cache_hit_grace,Cache grace hits,,Sum,
varnish_main_sc_rx_junk,Session Err RX_JUNK,,Sum,
varnish_mempool_frees,Frees,,Sum,STRING(busyobj);STRING(req0);STRING(req1);STRING(sess0);STRING(sess1)
varnish_sma_g_bytes,Bytes outstanding,,Gauge,STRING(s0);STRING(transient)
varnish_backend_happy,Happy health probes,,Gauge,STRING(default);STRING(unknown)
varnish_main_cache_hitmiss,Cache hits for miss.,,Sum,
varnish_main_n_obj_purged,Number of purged objects,,Sum,
varnish_main_n_test_gunzip,Test gunzip operations,,Sum,
varnish_backend_busy,Fetches not attempted due to backend being busy,,Sum,STRING(default);STRING(unknown)
varnish_main_cache_hitpass,Cache hits for pass.,,Sum,
varnish_main_uptime,Child process uptime,,Sum,
varnish_main_ws_backend_overflow,workspace_backend overflows,,Sum,
varnish_main_sc_rem_close,Session OK  REM_CLOSE,,Sum,
varnish_main_shm_cont,SHM MTX contention,,Sum,
varnish_backend_pipe_in,Piped bytes from backend,,Sum,STRING(default);STRING(unknown)
varnish_lock_created,Created locks,,Sum,STRING(ban);STRING(busyobj);STRING(cli);STRING(conn_pool);STRING(director);STRING(exp);STRING(hcb);STRING(lru);STRING(mempool);STRING(objhdr);STRING(perpool);STRING(pipestat);STRING(probe);STRING(sess);STRING(sma);STRING(vbe);STRING(vcapace);STRING(vcl);STRING(vxid);STRING(waiter);STRING(wq);STRING(wstat)
varnish_main_backend_retry,Backend conn. retry,,Sum,
varnish_main_bans_lurker_tests_tested,Ban tests tested against objects (lurker),,Sum,
varnish_main_sc_range_short,Session Err RANGE_SHORT,,Sum,
varnish_main_vcl_fail,VCL failures,,Sum,
varnish_sma_c_req,Allocator requests,,Sum,STRING(s0);STRING(transient)
varnish_main_bans,Count of bans,,Gauge,
varnish_main_bans_completed,Number of bans marked 'completed',,Gauge,
varnish_main_sessions,Number of sessions,,Sum,STRING(closed);STRING(closed_err);STRING(conn);STRING(dropped);STRING(fail);STRING(fail_ebadf);STRING(fail_econnaborted);STRING(fail_eintr);STRING(fail_emfile);STRING(fail_enomem);STRING(fail_other);STRING(herd);STRING(queued);STRING(readahead)
varnish_mempool_recycle,Recycled from pool,,Sum,STRING(busyobj);STRING(req0);STRING(req1);STRING(sess0);STRING(sess1)
varnish_main_ws_client_overflow,workspace_client overflows,,Sum,
varnish_backend_pipe_hdrbytes,Pipe request header bytes,,Sum,STRING(default);STRING(unknown)
varnish_main_client_req,Good client requests received,,Sum,
varnish_main_n_vcl_avail,Number of VCLs available,,Gauge,
varnish_main_s_pipe_in,Piped bytes from client,,Sum,
varnish_main_s_req_hdrbytes,Request header bytes,,Sum,
varnish_main_sc_tx_pipe,Session OK  TX_PIPE,,Sum,
varnish_main_ws_thread_overflow,workspace_thread overflows,,Sum,
varnish_lock_destroyed,Destroyed locks,,Sum,STRING(ban);STRING(busyobj);STRING(cli);STRING(conn_pool);STRING(director);STRING(exp);STRING(hcb);STRING(lru);STRING(mempool);STRING(objhdr);STRING(perpool);STRING(pipestat);STRING(probe);STRING(sess);STRING(sma);STRING(vbe);STRING(vcapace);STRING(vcl);STRING(vxid);STRING(waiter);STRING(wq);STRING(wstat)
varnish_main_backend_req,Backend requests made,,Sum,
varnish_main_hcb_insert,HCB Inserts,,Sum,
varnish_main_n_objectcore,objectcore structs made,,Gauge,
varnish_main_s_pipe_hdrbytes,Pipe request header bytes,,Sum,
varnish_main_sc_req_http10,Session Err REQ_HTTP10,,Sum,
varnish_main_thread_queue_len,Length of session queue,,Gauge,
varnish_backend_up,Backend up as per the latest health probe,,Gauge,STRING(default);STRING(unknown)
varnish_main_bans_tested,Bans tested against objects (lookup),,Sum,
varnish_main_beresp_shortlived,Shortlived objects,,Sum,
varnish_main_n_object,object structs made,,Gauge,
varnish_main_threads,Total number of threads,,Gauge,
varnish_mgt_child_panic,Child process panic,,Sum,
varnish_sma_g_alloc,Allocations outstanding,,Gauge,STRING(s0);STRING(transient)
varnish_backend_conn,Concurrent connections used,,Gauge,STRING(default);STRING(unknown)
varnish_main_n_backend,Number of backends,,Gauge,
varnish_main_s_pass,Total pass-ed requests seen,,Sum,
varnish_main_shm_cycles,SHM cycles through buffer,,Sum,
nginx.connections_accepted,The total number of accepted client connections,connections,Sum,
nginx.connections_current,The current number of nginx connections by state,connections,Gauge,STRING(active);STRING(reading);STRING(writing);STRING(waiting)
nginx.connections_handled,"The total number of handled connections. Generally, the parameter value is the same as nginx.connections_accepted unless some resource limits have been reached (for example, the worker_connections limit).",connections,Sum,
nginx.requests,Total number of requests made to the server since it started,requests,Sum,
scrape_duration_seconds,Duration of the scrape,seconds,Gauge,
scrape_samples_post_metric_relabeling,The number of samples remaining after metric relabeling was applied,,Gauge,
scrape_samples_scraped,The number of samples the target exposed,,Gauge,
scrape_series_added,The approximate number of new series in this scrape,,Gauge,
up,The scraping was successful,,Gauge,
